date,region,category,orders,revenue,active_users,churned_users
2024-12-14,East India,Fashion,4,6435.82,7,0
2024-12-15,East India,Fashion,16,24012.1,29,1
2024-12-16,East India,Fashion,7,10034.45,11,0
2024-12-17,East India,Fashion,6,13229.38,11,0
2024-12-18,East India,Fashion,7,9026.14,10,0
2024-12-19,East India,Fashion,5,8020.46,8,0
2024-12-20,East India,Fashion,4,4107.4,6,0
2024-12-21,East India,Fashion,5,5589.11,7,0
2024-12-22,East India,Fashion,11,18971.29,19,0
2024-12-23,East India,Fashion,5,7583.57,8,0
2024-12-24,East India,Fashion,8,14155.17,11,0
2024-12-25,East India,Fashion,4,7233.76,6,0
2024-12-26,East India,Fashion,7,13273.14,12,0
2024-12-27,East India,Fashion,4,5221.46,7,0
2024-12-28,East India,Fashion,14,27220.06,25,0
2024-12-29,East India,Fashion,10,18514.25,15,0
2024-12-30,East India,Fashion,11,15268.22,17,0
2024-12-31,East India,Fashion,15,14005.92,27,1
2025-01-01,East India,Fashion,5,5245.02,8,0
2025-01-02,East India,Fashion,6,7768.15,10,0
2025-01-03,East India,Fashion,7,13039.36,12,0
2025-01-04,East India,Fashion,7,8866.11,12,0
2025-01-05,East India,Fashion,5,9177.98,9,0
2025-01-06,East India,Fashion,8,13900.0,15,0
2025-01-07,East India,Fashion,5,7109.29,9,0
2025-01-08,East India,Fashion,4,5556.88,6,0
2025-01-09,East India,Fashion,3,2932.92,5,0
2025-01-10,East India,Fashion,7,9901.49,12,0
2025-01-11,East India,Fashion,12,17992.77,22,0
2025-01-12,East India,Fashion,5,8256.15,7,0
2025-01-13,East India,Fashion,5,6998.78,7,0
2025-01-14,East India,Fashion,7,12973.26,12,0
2025-01-15,East India,Fashion,5,6565.62,8,0
2025-01-16,East India,Fashion,8,12541.6,13,0
2025-01-17,East India,Fashion,3,2666.37,4,0
2025-01-18,East India,Fashion,10,19016.24,16,0
2025-01-19,East India,Fashion,13,15659.08,21,1
2025-01-20,East India,Fashion,3,3755.06,4,0
2025-01-21,East India,Fashion,7,9083.56,10,0
2025-01-22,East India,Fashion,5,6116.79,8,0
2025-01-23,East India,Fashion,6,8972.51,9,0
2025-01-24,East India,Fashion,3,4304.86,5,0
2025-01-25,East India,Fashion,11,14788.83,19,0
2025-01-26,East India,Fashion,8,12133.07,12,0
2025-01-27,East India,Fashion,9,12382.6,17,0
2025-01-28,East India,Fashion,7,11706.35,12,0
2025-01-29,East India,Fashion,12,12555.52,20,0
2025-01-30,East India,Fashion,14,18492.62,25,1
2025-01-31,East India,Fashion,9,15566.96,16,0
2025-02-01,East India,Fashion,6,7329.19,11,0
2025-02-02,East India,Fashion,10,18092.71,18,0
2025-02-03,East India,Fashion,6,11181.87,8,0
2025-02-04,East India,Fashion,5,8700.6,7,0
2025-02-05,East India,Fashion,4,7595.23,6,0
2025-02-06,East India,Fashion,5,5415.74,8,0
2025-02-07,East India,Fashion,7,14024.33,12,0
2025-02-08,East India,Fashion,8,15266.79,12,0
2025-02-09,East India,Fashion,7,6756.39,12,0
2025-02-10,East India,Fashion,5,6787.2,7,0
2025-02-11,East India,Fashion,5,6985.65,7,0
2025-02-12,East India,Fashion,13,20712.15,24,1
2025-02-13,East India,Fashion,3,3397.83,5,0
2025-02-14,East India,Fashion,4,4400.65,5,0
2025-02-15,East India,Fashion,10,11524.78,15,0
2025-02-16,East India,Fashion,11,15938.6,17,0
2025-02-17,East India,Fashion,7,9074.9,11,0
2025-02-18,East India,Fashion,3,4578.12,4,0
2025-02-19,East India,Fashion,3,3820.82,4,0
2025-02-20,East India,Fashion,7,14607.98,10,0
2025-02-21,East India,Fashion,10,12726.48,18,0
2025-02-22,East India,Fashion,10,16276.59,18,0
2025-02-23,East India,Fashion,9,12586.84,16,0
2025-02-24,East India,Fashion,6,10013.82,9,0
2025-02-25,East India,Fashion,5,8286.77,9,0
2025-02-26,East India,Fashion,3,4979.93,4,0
2025-02-27,East India,Fashion,5,10663.38,7,0
2025-02-28,East India,Fashion,7,6172.13,11,0
2025-03-01,East India,Fashion,4,6507.48,6,0
2025-03-02,East India,Fashion,13,18644.64,22,0
2025-03-03,East India,Fashion,6,6081.9,9,0
2025-03-04,East India,Fashion,6,9912.0,8,0
2025-03-05,East India,Fashion,5,7034.58,8,0
2025-03-06,East India,Fashion,6,8823.24,10,0
2025-03-07,East India,Fashion,7,10032.11,11,0
2025-03-08,East India,Fashion,8,8738.64,13,0
2025-03-09,East India,Fashion,4,5408.81,5,0
2025-03-10,East India,Fashion,9,12001.65,13,0
2025-03-11,East India,Fashion,8,14540.93,13,0
2025-03-12,East India,Fashion,10,15662.22,17,0
2025-03-13,East India,Fashion,7,7129.42,10,0
2025-03-14,East India,Fashion,2,3892.62,2,0
2025-03-15,East India,Fashion,9,9127.43,13,0
2025-03-16,East India,Fashion,13,15265.35,24,0
2025-03-17,East India,Fashion,4,8815.98,6,0
2025-03-18,East India,Fashion,5,6874.9,7,0
2025-03-19,East India,Fashion,5,5276.82,7,0
2025-03-20,East India,Fashion,3,2867.33,4,0
2025-03-21,East India,Fashion,8,9555.82,13,0
2025-03-22,East India,Fashion,5,5560.81,9,0
2025-03-23,East India,Fashion,12,19118.36,18,0
2025-03-24,East India,Fashion,3,4425.96,5,0
2025-03-25,East India,Fashion,2,2116.36,3,0
2025-03-26,East India,Fashion,3,4511.84,5,0
2025-03-27,East India,Fashion,8,13339.02,13,0
2025-03-28,East India,Fashion,2,2540.17,3,0
2025-03-29,East India,Fashion,16,26386.81,26,1
2025-03-30,East India,Fashion,11,16765.91,19,0
2025-03-31,East India,Fashion,7,14701.79,10,0
2025-04-01,East India,Fashion,7,15064.38,10,0
2025-04-02,East India,Fashion,3,5276.39,4,0
2025-04-03,East India,Fashion,5,4694.63,7,0
2025-04-04,East India,Fashion,2,2633.89,3,0
2025-04-05,East India,Fashion,10,19017.24,14,0
2025-04-06,East India,Fashion,8,6893.69,14,0
2025-04-07,East India,Fashion,8,9720.86,12,0
2025-04-08,East India,Fashion,5,4918.55,7,0
2025-04-09,East India,Fashion,4,5469.76,6,0
2025-04-10,East India,Fashion,7,9642.74,10,0
2025-04-11,East India,Fashion,4,4334.85,5,0
2025-04-12,East India,Fashion,7,8331.45,11,0
2025-04-13,East India,Fashion,8,15886.51,12,0
2025-04-14,East India,Fashion,6,6812.67,10,0
2025-04-15,East India,Fashion,5,7354.97,8,0
2025-04-16,East India,Fashion,3,2946.3,4,0
2025-04-17,East India,Fashion,4,7245.74,6,0
2025-04-18,East India,Fashion,6,6765.19,10,0
2025-04-19,East India,Fashion,9,10790.63,16,0
2025-04-20,East India,Fashion,6,13151.68,8,0
2025-04-21,East India,Fashion,7,12398.95,11,0
2025-04-22,East India,Fashion,6,8442.45,11,0
2025-04-23,East India,Fashion,6,11706.68,9,0
2025-04-24,East India,Fashion,9,9735.92,13,0
2025-04-25,East India,Fashion,5,7101.44,8,0
2025-04-26,East India,Fashion,9,13166.68,16,0
2025-04-27,East India,Fashion,6,8760.94,8,0
2025-04-28,East India,Fashion,5,7206.69,7,0
2025-04-29,East India,Fashion,10,18753.16,17,0
2025-04-30,East India,Fashion,11,18666.28,20,0
2025-05-01,East India,Fashion,4,5530.72,7,0
2025-05-02,East India,Fashion,9,14127.14,14,0
2025-05-03,East India,Fashion,10,13978.41,17,0
2025-05-04,East India,Fashion,14,19005.04,23,0
2025-05-05,East India,Fashion,6,9253.38,9,0
2025-05-06,East India,Fashion,10,15538.06,18,0
2025-05-07,East India,Fashion,6,10524.84,8,0
2025-05-08,East India,Fashion,4,4486.85,7,0
2025-05-09,East India,Fashion,6,5705.97,8,0
2025-05-10,East India,Fashion,7,12959.99,10,0
2025-05-11,East India,Fashion,6,7858.54,8,0
2025-05-12,East India,Fashion,8,7460.98,11,0
2025-05-13,East India,Fashion,4,5629.1,7,0
2025-05-14,East India,Fashion,6,6383.72,9,0
2025-05-15,East India,Fashion,5,9042.24,7,0
2025-05-16,East India,Fashion,3,3615.77,4,0
2025-05-17,East India,Fashion,12,22911.78,17,0
2025-05-18,East India,Fashion,10,15161.1,15,0
2025-05-19,East India,Fashion,5,9854.33,8,0
2025-05-20,East India,Fashion,6,8236.43,10,0
2025-05-21,East India,Fashion,6,9634.26,10,0
2025-05-22,East India,Fashion,4,5583.84,7,0
2025-05-23,East India,Fashion,7,8140.75,10,0
2025-05-24,East India,Fashion,12,15304.69,17,0
2025-05-25,East India,Fashion,11,16446.8,18,0
2025-05-26,East India,Fashion,5,7401.8,7,0
2025-05-27,East India,Fashion,10,8563.36,16,0
2025-05-28,East India,Fashion,10,13855.49,16,0
2025-05-29,East India,Fashion,3,6278.26,4,0
2025-05-30,East India,Fashion,11,16265.8,15,0
2025-05-31,East India,Fashion,12,15732.92,18,1
2025-06-01,East India,Fashion,16,21988.82,30,0
2025-06-02,East India,Fashion,2,2742.73,3,0
2025-06-03,East India,Fashion,3,5687.81,5,0
2025-06-04,East India,Fashion,5,8832.93,7,0
2025-06-05,East India,Fashion,8,10143.06,14,0
2025-06-06,East India,Fashion,5,7815.81,8,0
2025-06-07,East India,Fashion,7,6931.3,12,0
2025-06-08,East India,Fashion,9,15000.88,15,0
2025-06-09,East India,Fashion,6,6941.66,8,0
2025-06-10,East India,Fashion,5,7028.32,8,0
2025-06-11,East India,Fashion,4,4650.06,7,0
2025-06-12,East India,Fashion,5,9011.82,7,0
2025-06-13,East India,Fashion,7,12415.97,10,0
2025-06-14,East India,Fashion,14,22168.67,20,0
2025-06-15,East India,Fashion,11,20611.34,19,0
2025-06-16,East India,Fashion,7,10357.68,12,0
2025-06-17,East India,Fashion,7,12387.03,10,0
2025-06-18,East India,Fashion,9,10950.42,14,0
2025-06-19,East India,Fashion,8,9341.47,14,0
2025-06-20,East India,Fashion,6,5505.09,10,0
2025-06-21,East India,Fashion,8,12442.09,15,0
2025-06-22,East India,Fashion,7,11103.34,11,0
2025-06-23,East India,Fashion,4,5566.79,5,0
2025-06-24,East India,Fashion,5,4107.9,9,0
2025-06-25,East India,Fashion,8,13919.43,13,0
2025-06-26,East India,Fashion,6,7767.5,10,0
2025-06-27,East India,Fashion,7,6730.81,11,0
2025-06-28,East India,Fashion,16,26394.24,26,0
2025-06-29,East India,Fashion,15,14987.06,25,1
2025-06-30,East India,Fashion,8,10851.28,13,0
2025-07-01,East India,Fashion,4,6916.86,7,0
2025-07-02,East India,Fashion,6,10201.38,9,0
2025-07-03,East India,Fashion,6,8185.38,9,0
2025-07-04,East India,Fashion,4,4267.05,6,0
2025-07-05,East India,Fashion,9,10697.69,13,0
2025-07-06,East India,Fashion,8,12643.51,12,0
2025-07-07,East India,Fashion,5,4948.96,9,0
2025-07-08,East India,Fashion,6,7868.48,8,0
2025-07-09,East India,Fashion,8,9141.27,11,0
2025-07-10,East India,Fashion,4,6228.17,6,0
2025-07-11,East India,Fashion,7,10098.98,13,0
2025-07-12,East India,Fashion,8,13094.2,14,0
2025-07-13,East India,Fashion,7,7513.06,11,0
2025-07-14,East India,Fashion,7,8671.85,10,0
2025-07-15,East India,Fashion,4,5269.46,7,0
2025-07-16,East India,Fashion,7,9155.57,10,0
2025-07-17,East India,Fashion,6,9807.29,10,0
2025-07-18,East India,Fashion,4,5252.11,5,0
2025-07-19,East India,Fashion,16,31496.69,27,1
2025-07-20,East India,Fashion,10,15123.21,17,0
2025-07-21,East India,Fashion,10,17562.44,16,0
2025-07-22,East India,Fashion,6,14900.67,10,0
2025-07-23,East India,Fashion,3,2777.32,4,0
2025-07-24,East India,Fashion,8,13043.37,12,0
2025-07-25,East India,Fashion,6,6805.83,10,0
2025-07-26,East India,Fashion,7,11851.22,12,0
2025-07-27,East India,Fashion,11,23813.24,18,0
2025-07-28,East India,Fashion,4,8201.87,6,0
2025-07-29,East India,Fashion,11,20337.26,17,0
2025-07-30,East India,Fashion,9,10467.77,14,0
2025-07-31,East India,Fashion,7,10601.24,13,0
2025-08-01,East India,Fashion,5,6860.06,8,0
2025-08-02,East India,Fashion,12,20292.17,20,0
2025-08-03,East India,Fashion,9,16985.6,13,0
2025-08-04,East India,Fashion,5,6047.05,7,0
2025-08-05,East India,Fashion,4,3051.48,7,0
2025-08-06,East India,Fashion,7,10266.88,11,0
2025-08-07,East India,Fashion,10,14065.92,18,0
2025-08-08,East India,Fashion,10,18284.28,18,0
2025-08-09,East India,Fashion,8,12134.08,13,0
2025-08-10,East India,Fashion,8,11040.01,11,0
2025-08-11,East India,Fashion,9,13458.05,15,0
2025-08-12,East India,Fashion,6,6529.09,9,0
2025-08-13,East India,Fashion,8,11520.02,12,0
2025-08-14,East India,Fashion,4,6458.5,7,0
2025-08-15,East India,Fashion,6,6442.49,11,0
2025-08-16,East India,Fashion,6,8185.14,11,0
2025-08-17,East India,Fashion,13,15854.37,23,0
2025-08-18,East India,Fashion,5,5729.54,7,0
2025-08-19,East India,Fashion,5,9139.76,9,0
2025-08-20,East India,Fashion,5,5431.54,7,0
2025-08-21,East India,Fashion,8,14210.24,11,0
2025-08-22,East India,Fashion,4,5177.77,6,0
2025-08-23,East India,Fashion,3,4428.65,4,0
2025-08-24,East India,Fashion,6,9103.23,8,0
2025-08-25,East India,Fashion,7,8074.03,9,0
2025-08-26,East India,Fashion,8,13211.38,11,0
2025-08-27,East India,Fashion,5,7914.08,8,0
2025-08-28,East India,Fashion,15,22936.2,24,1
2025-08-29,East India,Fashion,9,11895.19,12,0
2025-08-30,East India,Fashion,12,19476.08,22,0
2025-08-31,East India,Fashion,18,23079.56,30,1
2025-09-01,East India,Fashion,6,10211.26,10,0
2025-09-02,East India,Fashion,5,7411.29,7,0
2025-09-03,East India,Fashion,4,7716.5,5,0
2025-09-04,East India,Fashion,3,5740.18,4,0
2025-09-05,East India,Fashion,6,11766.07,10,0
2025-09-06,East India,Fashion,9,10124.61,15,0
2025-09-07,East India,Fashion,12,12289.78,19,0
2025-09-08,East India,Fashion,7,10735.91,10,0
2025-09-09,East India,Fashion,4,5751.18,5,0
2025-09-10,East India,Fashion,6,5120.95,10,0
2025-09-11,East India,Fashion,6,4718.74,9,0
2025-09-12,East India,Fashion,9,17100.06,17,0
2025-09-13,East India,Fashion,11,14619.89,19,0
2025-09-14,East India,Fashion,6,9847.76,9,0
2025-09-15,East India,Fashion,8,15471.18,11,0
2025-09-16,East India,Fashion,7,10265.01,13,0
2025-09-17,East India,Fashion,4,5800.61,7,0
2025-09-18,East India,Fashion,1,1740.21,1,0
2025-09-19,East India,Fashion,6,10278.81,8,0
2025-09-20,East India,Fashion,15,15988.73,23,0
2025-09-21,East India,Fashion,8,12917.48,15,0
2025-09-22,East India,Fashion,8,9754.7,13,0
2025-09-23,East India,Fashion,6,7867.99,11,0
2025-09-24,East India,Fashion,7,12293.63,12,0
2025-09-25,East India,Fashion,9,14529.39,13,0
2025-09-26,East India,Fashion,8,11824.85,14,0
2025-09-27,East India,Fashion,7,9533.74,11,0
2025-09-28,East India,Fashion,9,16641.14,13,0
2025-09-29,East India,Fashion,12,14212.32,18,0
2025-09-30,East India,Fashion,7,9565.73,10,0
2025-10-01,East India,Fashion,15,25291.02,23,0
2025-10-02,East India,Fashion,10,13089.7,14,0
2025-10-03,East India,Fashion,10,15553.23,17,0
2025-10-04,East India,Fashion,11,16762.97,17,0
2025-10-05,East India,Fashion,20,29673.62,28,1
2025-10-06,East India,Fashion,10,12195.43,17,0
2025-10-07,East India,Fashion,8,10997.9,13,0
2025-10-08,East India,Fashion,4,6223.3,6,0
2025-10-09,East India,Fashion,8,7735.84,14,0
2025-10-10,East India,Fashion,13,19270.93,22,1
2025-10-11,East India,Fashion,17,19961.7,30,0
2025-10-12,East India,Fashion,16,18809.33,27,0
2025-10-13,East India,Fashion,11,19177.21,20,0
2025-10-14,East India,Fashion,12,13113.23,21,0
2025-10-15,East India,Fashion,9,13442.93,13,0
2025-10-16,East India,Fashion,9,12684.43,12,0
2025-10-17,East India,Fashion,15,24038.53,26,1
2025-10-18,East India,Fashion,12,22551.64,17,0
2025-10-19,East India,Fashion,17,29707.05,24,0
2025-10-20,East India,Fashion,8,12458.85,13,0
2025-10-21,East India,Fashion,8,8650.78,12,0
2025-10-22,East India,Fashion,4,7446.72,7,0
2025-10-23,East India,Fashion,8,10425.06,12,0
2025-10-24,East India,Fashion,10,14535.02,16,0
2025-10-25,East India,Fashion,18,24118.04,33,0
2025-10-26,East India,Fashion,17,21552.71,25,1
2025-10-27,East India,Fashion,11,14576.66,16,0
2025-10-28,East India,Fashion,12,11113.01,17,0
2025-10-29,East India,Fashion,14,18892.2,22,0
2025-10-30,East India,Fashion,17,17653.8,24,0
2025-10-31,East India,Fashion,12,23552.59,19,0
2025-11-01,East India,Fashion,23,37038.79,33,0
2025-11-02,East India,Fashion,15,17293.72,26,1
2025-11-03,East India,Fashion,16,20922.28,22,0
2025-11-04,East India,Fashion,10,13311.46,17,0
2025-11-05,East India,Fashion,12,18648.47,21,1
2025-11-06,East India,Fashion,11,15480.72,19,1
2025-11-07,East India,Fashion,11,17870.61,19,0
2025-11-08,East India,Fashion,20,24918.82,31,1
2025-11-09,East India,Fashion,12,20473.63,17,0
2025-11-10,East India,Fashion,13,28437.09,21,0
2025-11-11,East India,Fashion,14,22295.37,20,0
2025-11-12,East India,Fashion,11,14370.12,19,0
2025-11-13,East India,Fashion,8,11534.52,15,0
2025-11-14,East India,Fashion,7,10639.08,11,0
2025-11-15,East India,Fashion,18,29403.17,32,0
2025-11-16,East India,Fashion,16,22691.88,24,0
2025-11-17,East India,Fashion,12,15125.5,20,0
2025-11-18,East India,Fashion,10,19900.25,16,0
2025-11-19,East India,Fashion,12,20432.6,19,0
2025-11-20,East India,Fashion,10,21984.59,17,0
2025-11-21,East India,Fashion,11,16772.87,15,0
2025-11-22,East India,Fashion,16,20571.64,26,1
2025-11-23,East India,Fashion,13,27057.19,24,0
2025-11-24,East India,Fashion,12,17307.34,22,0
2025-11-25,East India,Fashion,9,9771.06,16,0
2025-11-26,East India,Fashion,7,10347.97,10,0
2025-11-27,East India,Fashion,11,12889.74,16,0
2025-11-28,East India,Fashion,12,19856.06,21,0
2025-11-29,East India,Fashion,18,26715.29,26,0
2025-11-30,East India,Fashion,18,30113.17,33,1
2025-12-01,East India,Fashion,14,18349.64,25,0
2025-12-02,East India,Fashion,6,7557.8,11,0
2025-12-03,East India,Fashion,7,9469.97,11,0
2025-12-04,East India,Fashion,8,9434.85,13,0
2025-12-05,East India,Fashion,11,24953.76,20,1
2025-12-06,East India,Fashion,12,23612.0,21,1
2025-12-07,East India,Fashion,10,16406.04,14,0
2025-12-08,East India,Fashion,7,11311.95,12,0
2025-12-09,East India,Fashion,7,10017.4,11,0
2025-12-10,East India,Fashion,2,3666.06,3,0
2025-12-11,East India,Fashion,6,6910.58,11,0
2025-12-12,East India,Fashion,6,9183.29,8,0
2025-12-13,East India,Fashion,11,10142.33,18,1
2025-12-14,East India,Fashion,11,14817.3,18,0
2025-12-15,East India,Fashion,8,13993.33,13,0
2025-12-16,East India,Fashion,11,9210.22,16,0
2025-12-17,East India,Fashion,7,7037.3,10,0
2025-12-18,East India,Fashion,12,20957.83,18,0
2025-12-19,East India,Fashion,6,9421.24,10,0
2025-12-20,East India,Fashion,10,15302.4,18,0
2025-12-21,East India,Fashion,12,20092.54,22,0
2025-12-22,East India,Fashion,9,8864.48,14,0
2025-12-23,East India,Fashion,11,20708.85,20,0
2025-12-24,East India,Fashion,8,9968.64,12,0
2025-12-25,East India,Fashion,5,7144.47,7,0
2025-12-26,East India,Fashion,5,8869.48,8,0
2025-12-27,East India,Fashion,7,13829.4,12,0
2025-12-28,East India,Fashion,14,15652.84,21,0
2025-12-29,East India,Fashion,8,15333.59,12,0
2025-12-30,East India,Fashion,5,6333.36,7,0
2025-12-31,East India,Fashion,5,6610.73,8,0
2024-01-01,East India,Home & Living,6,10248.37,10,0
2024-01-02,East India,Home & Living,5,7788.02,7,0
2024-01-03,East India,Home & Living,5,9651.06,8,0
2024-01-04,East India,Home & Living,4,7279.3,7,0
2024-01-05,East India,Home & Living,5,7258.76,8,0
2024-01-06,East India,Home & Living,4,5314.94,7,0
2024-01-07,East India,Home & Living,9,16128.24,15,0
2024-01-09,East India,Home & Living,13,22656.86,23,0
2024-01-10,East India,Home & Living,6,10218.74,8,0
2024-01-11,East India,Home & Living,2,4259.02,3,0
2024-01-12,East India,Home & Living,1,1929.13,1,0
2024-01-13,East India,Home & Living,10,14237.15,18,0
2024-01-14,East India,Home & Living,6,9080.49,10,0
2024-01-15,East India,Home & Living,5,6097.49,8,0
2024-01-16,East India,Home & Living,4,8138.6,6,0
2024-01-17,East India,Home & Living,3,4367.33,5,0
2024-01-18,East India,Home & Living,6,14436.48,9,0
2024-01-19,East India,Home & Living,4,6336.33,7,0
2024-01-20,East India,Home & Living,4,9783.11,5,0
2024-01-21,East India,Home & Living,5,8291.06,9,0
2024-01-22,East India,Home & Living,4,7750.29,6,0
2024-01-23,East India,Home & Living,4,6158.0,7,0
2024-01-24,East India,Home & Living,2,3941.68,3,0
2024-01-25,East India,Home & Living,4,9779.17,7,0
2024-01-26,East India,Home & Living,2,3643.49,3,0
2024-01-27,East India,Home & Living,13,27604.73,22,1
2024-01-28,East India,Home & Living,9,22282.22,16,0
2024-01-29,East India,Home & Living,2,3163.02,3,0
2024-01-30,East India,Home & Living,6,10798.56,10,0
2024-01-31,East India,Home & Living,2,3521.3,3,0
2024-02-01,East India,Home & Living,4,8938.75,6,0
2024-02-02,East India,Home & Living,2,2733.99,3,0
2024-02-03,East India,Home & Living,4,9007.48,6,0
2024-02-04,East India,Home & Living,6,13530.57,11,0
2024-02-05,East India,Home & Living,4,8328.73,6,0
2024-02-06,East India,Home & Living,3,5605.01,4,0
2024-02-07,East India,Home & Living,5,9973.69,8,0
2024-02-08,East India,Home & Living,3,6323.93,4,0
2024-02-09,East India,Home & Living,3,5483.42,4,0
2024-02-10,East India,Home & Living,4,6785.7,7,0
2024-02-11,East India,Home & Living,3,2857.8,4,0
2024-02-12,East India,Home & Living,4,5645.8,6,0
2024-02-13,East India,Home & Living,4,7303.7,5,0
2024-02-14,East India,Home & Living,2,4729.37,2,0
2024-02-15,East India,Home & Living,2,3829.86,3,0
2024-02-17,East India,Home & Living,5,7088.96,7,0
2024-02-18,East India,Home & Living,7,14048.52,10,0
2024-02-19,East India,Home & Living,6,14299.44,9,0
2024-02-20,East India,Home & Living,5,9586.25,8,0
2024-02-21,East India,Home & Living,2,3187.03,3,0
2024-02-22,East India,Home & Living,4,8742.11,7,0
2024-02-23,East India,Home & Living,2,4128.59,2,0
2024-02-24,East India,Home & Living,3,5257.45,5,0
2024-02-25,East India,Home & Living,11,20771.42,20,0
2024-02-26,East India,Home & Living,4,6969.14,7,0
2024-02-27,East India,Home & Living,3,6201.7,4,0
2024-02-28,East India,Home & Living,5,8889.52,8,0
2024-02-29,East India,Home & Living,9,15222.2,14,0
2024-03-01,East India,Home & Living,6,11129.78,9,0
2024-03-02,East India,Home & Living,6,8280.1,10,0
2024-03-03,East India,Home & Living,4,7182.74,7,0
2024-03-04,East India,Home & Living,3,3305.02,4,0
2024-03-05,East India,Home & Living,6,10720.21,9,0
2024-03-06,East India,Home & Living,5,7468.44,7,0
2024-03-07,East India,Home & Living,3,5603.1,4,0
2024-03-08,East India,Home & Living,1,2050.71,1,0
2024-03-09,East India,Home & Living,9,12062.53,14,0
2024-03-10,East India,Home & Living,14,26815.99,21,0
2024-03-11,East India,Home & Living,3,6449.08,5,0
2024-03-12,East India,Home & Living,5,12257.28,8,0
2024-03-13,East India,Home & Living,1,1867.48,1,0
2024-03-14,East India,Home & Living,2,2763.17,3,0
2024-03-15,East India,Home & Living,6,13156.1,11,0
2024-03-16,East India,Home & Living,7,9158.63,10,0
2024-03-17,East India,Home & Living,2,3578.18,3,0
2024-03-18,East India,Home & Living,5,9708.64,9,0
2024-03-19,East India,Home & Living,4,6105.78,5,0
2024-03-20,East India,Home & Living,7,13720.79,11,0
2024-03-21,East India,Home & Living,2,3148.72,3,0
2024-03-22,East India,Home & Living,4,6254.84,6,0
2024-03-23,East India,Home & Living,11,22219.16,20,0
2024-03-24,East India,Home & Living,6,9369.83,10,0
2024-03-25,East India,Home & Living,2,4148.71,3,0
2024-03-26,East India,Home & Living,3,4519.85,4,0
2024-03-27,East India,Home & Living,2,3732.52,3,0
2024-03-28,East India,Home & Living,2,2727.75,3,0
2024-03-29,East India,Home & Living,2,5335.37,3,0
2024-03-30,East India,Home & Living,5,9795.02,7,0
2024-03-31,East India,Home & Living,5,8662.76,9,0
2024-04-01,East India,Home & Living,6,14391.89,11,0
2024-04-02,East India,Home & Living,4,9307.4,7,0
2024-04-03,East India,Home & Living,7,13374.01,12,0
2024-04-05,East India,Home & Living,1,2725.06,1,0
2024-04-06,East India,Home & Living,8,12918.6,14,0
2024-04-07,East India,Home & Living,10,19314.05,18,0
2024-04-08,East India,Home & Living,2,3582.48,3,0
2024-04-09,East India,Home & Living,5,8469.59,7,0
2024-04-10,East India,Home & Living,1,1563.33,1,0
2024-04-11,East India,Home & Living,1,1335.99,1,0
2024-04-12,East India,Home & Living,4,8883.47,5,0
2024-04-13,East India,Home & Living,4,9154.6,6,0
2024-04-14,East India,Home & Living,6,9502.28,9,0
2024-04-15,East India,Home & Living,1,2148.85,1,0
2024-04-16,East India,Home & Living,3,5409.42,4,0
2024-04-17,East India,Home & Living,5,7565.23,8,0
2024-04-18,East India,Home & Living,3,3711.57,4,0
2024-04-19,East India,Home & Living,4,7201.64,6,0
2024-04-20,East India,Home & Living,6,14329.19,9,0
2024-04-21,East India,Home & Living,7,11421.05,12,0
2024-04-22,East India,Home & Living,5,9851.9,8,0
2024-04-23,East India,Home & Living,3,5236.59,4,0
2024-04-24,East India,Home & Living,2,3619.59,3,0
2024-04-25,East India,Home & Living,3,3341.65,5,0
2024-04-26,East India,Home & Living,3,5243.75,5,0
2024-04-27,East India,Home & Living,4,8881.25,7,0
2024-04-28,East India,Home & Living,8,17881.74,15,0
2024-04-29,East India,Home & Living,3,5785.01,5,0
2024-04-30,East India,Home & Living,5,6828.13,9,0
2024-05-01,East India,Home & Living,2,4046.67,3,0
2024-05-02,East India,Home & Living,6,13609.46,10,0
2024-05-03,East India,Home & Living,3,5775.31,5,0
2024-05-04,East India,Home & Living,1,2369.62,1,0
2024-05-05,East India,Home & Living,3,5836.18,4,0
2024-05-06,East India,Home & Living,4,6167.56,7,0
2024-05-07,East India,Home & Living,5,9386.61,8,0
2024-05-08,East India,Home & Living,6,13204.73,10,0
2024-05-09,East India,Home & Living,5,7612.32,9,0
2024-05-10,East India,Home & Living,4,6657.83,5,0
2024-05-11,East India,Home & Living,4,7371.41,7,0
2024-05-12,East India,Home & Living,1,1604.99,1,0
2024-05-13,East India,Home & Living,10,17083.79,14,0
2024-05-14,East India,Home & Living,6,9927.75,9,0
2024-05-15,East India,Home & Living,4,8745.27,7,0
2024-05-16,East India,Home & Living,1,1994.19,1,0
2024-05-17,East India,Home & Living,4,7514.93,5,0
2024-05-18,East India,Home & Living,6,11890.45,9,0
2024-05-19,East India,Home & Living,11,15756.36,19,0
2024-05-20,East India,Home & Living,7,12701.23,12,0
2024-05-21,East India,Home & Living,3,5477.5,5,0
2024-05-22,East India,Home & Living,4,7839.31,6,0
2024-05-23,East India,Home & Living,5,9575.21,7,0
2024-05-24,East India,Home & Living,4,7672.99,5,0
2024-05-25,East India,Home & Living,4,8961.53,6,0
2024-05-26,East India,Home & Living,3,5137.36,5,0
2024-05-27,East India,Home & Living,1,1607.35,1,0
2024-05-28,East India,Home & Living,6,11156.71,9,0
2024-05-29,East India,Home & Living,4,7429.37,5,0
2024-05-30,East India,Home & Living,3,6262.29,4,0
